scenario,week,order_id,product,constraint_type,resource
0,19,O00290,AP-100,material,AIRFRAME
0,19,O00291,AP-100,material,AIRFRAME
0,19,O00292,AP-100,material,AIRFRAME
0,19,O00293,AP-200,material,AIRFRAME
0,19,O00294,AP-200,material,AIRFRAME
0,19,O00295,AP-200,material,AIRFRAME
0,19,O00296,AP-200,material,AIRFRAME
0,19,O00297,AP-300,material,AIRFRAME
0,19,O00298,AP-300,material,AIRFRAME
0,19,X18-01,AP-100,material,AIRFRAME
0,19,X18-02,AP-100,material,AIRFRAME
0,19,O00299,AP-100,material,AIRFRAME
0,19,O00300,AP-100,material,AIRFRAME
0,19,O00301,AP-100,material,AIRFRAME
0,19,O00302,AP-100,material,AIRFRAME
0,19,O00303,AP-100,material,AIRFRAME
0,19,O00304,AP-100,material,AIRFRAME
0,19,O00305,AP-100,material,AIRFRAME
0,19,O00306,AP-100,material,AIRFRAME
0,19,O00307,AP-100,material,AIRFRAME
0,19,O00308,AP-100,material,AIRFRAME
0,19,O00309,AP-100,material,AIRFRAME
0,19,O00310,AP-100,material,AIRFRAME
0,19,O00311,AP-200,material,AIRFRAME
0,19,O00312,AP-200,material,AIRFRAME
0,19,O00313,AP-200,material,AIRFRAME
0,19,O00314,AP-200,material,AIRFRAME
0,19,O00315,AP-300,material,AIRFRAME
0,19,O00316,AP-300,material,AIRFRAME
0,19,X19-01,AP-100,material,AIRFRAME
0,19,X19-02,AP-100,material,AIRFRAME
0,20,O00304,AP-100,material,AIRFRAME
0,20,O00305,AP-100,material,AIRFRAME
0,20,O00306,AP-100,material,AIRFRAME
0,20,O00307,AP-100,material,AIRFRAME
0,20,O00308,AP-100,material,AIRFRAME
0,20,O00309,AP-100,material,AIRFRAME
0,20,O00310,AP-100,material,AIRFRAME
0,20,O00311,AP-200,material,AIRFRAME
0,20,O00312,AP-200,material,AIRFRAME
0,20,O00313,AP-200,material,AIRFRAME
0,20,O00314,AP-200,material,AIRFRAME
0,20,O00315,AP-300,material,AIRFRAME
0,20,O00316,AP-300,material,AIRFRAME
0,20,X19-01,AP-100,material,AIRFRAME
0,20,X19-02,AP-100,material,AIRFRAME
0,20,O00317,AP-100,material,AIRFRAME
0,20,O00318,AP-100,material,AIRFRAME
0,20,O00319,AP-100,material,AIRFRAME
0,20,O00320,AP-100,material,AIRFRAME
0,20,O00321,AP-100,material,AIRFRAME
0,20,O00322,AP-100,material,AIRFRAME
0,20,O00323,AP-100,material,AIRFRAME
0,20,O00324,AP-100,material,AIRFRAME
0,20,O00325,AP-100,material,AIRFRAME
0,20,O00326,AP-100,material,AIRFRAME
0,20,O00327,AP-100,material,AIRFRAME
0,20,O00328,AP-100,material,AIRFRAME
0,20,O00329,AP-200,material,AIRFRAME
0,20,O00330,AP-200,material,AIRFRAME
0,20,O00331,AP-200,material,AIRFRAME
0,20,O00332,AP-200,material,AIRFRAME
0,20,O00333,AP-300,material,AIRFRAME
0,20,O00334,AP-300,material,AIRFRAME
0,20,X20-01,AP-100,material,AIRFRAME
0,20,X20-02,AP-100,material,AIRFRAME
0,21,O00320,AP-100,material,AIRFRAME
0,21,O00321,AP-100,material,AIRFRAME
0,21,O00322,AP-100,material,AIRFRAME
0,21,O00323,AP-100,material,AIRFRAME
0,21,O00324,AP-100,material,AIRFRAME
0,21,O00325,AP-100,material,AIRFRAME
0,21,O00326,AP-100,material,AIRFRAME
0,21,O00327,AP-100,material,AIRFRAME
0,21,O00328,AP-100,material,AIRFRAME
0,21,O00329,AP-200,material,AIRFRAME
0,21,O00330,AP-200,material,AIRFRAME
0,21,O00331,AP-200,material,AIRFRAME
0,21,O00332,AP-200,material,AIRFRAME
0,21,O00333,AP-300,material,AIRFRAME
0,21,O00334,AP-300,material,AIRFRAME
0,21,X20-01,AP-100,material,AIRFRAME
0,21,X20-02,AP-100,material,AIRFRAME
0,21,O00335,AP-100,material,AIRFRAME
0,21,O00336,AP-100,material,AIRFRAME
0,21,O00337,AP-100,material,AIRFRAME
0,21,O00338,AP-100,material,AIRFRAME
0,21,O00339,AP-100,material,AIRFRAME
0,21,O00340,AP-100,material,AIRFRAME
0,21,O00341,AP-100,material,AIRFRAME
0,21,O00342,AP-100,material,AIRFRAME
0,21,O00343,AP-100,material,AIRFRAME
0,21,O00344,AP-100,material,AIRFRAME
0,21,O00345,AP-100,material,AIRFRAME
0,21,O00346,AP-100,material,AIRFRAME
0,21,O00347,AP-200,material,AIRFRAME
0,21,O00348,AP-200,material,AIRFRAME
0,21,O00349,AP-200,material,AIRFRAME
0,21,O00350,AP-200,material,AIRFRAME
0,21,O00351,AP-300,material,AIRFRAME
0,21,O00352,AP-300,material,AIRFRAME
0,21,X21-01,AP-100,material,AIRFRAME
0,22,O00336,AP-100,material,AIRFRAME
0,22,O00337,AP-100,material,AIRFRAME
0,22,O00338,AP-100,material,AIRFRAME
0,22,O00339,AP-100,material,AIRFRAME
0,22,O00340,AP-100,material,AIRFRAME
0,22,O00341,AP-100,material,AIRFRAME
0,22,O00342,AP-100,material,AIRFRAME
0,22,O00343,AP-100,material,AIRFRAME
0,22,O00344,AP-100,material,AIRFRAME
0,22,O00345,AP-100,material,AIRFRAME
0,22,O00346,AP-100,material,AIRFRAME
0,22,O00347,AP-200,material,AIRFRAME
0,22,O00348,AP-200,material,AIRFRAME
0,22,O00349,AP-200,material,AIRFRAME
0,22,O00350,AP-200,material,AIRFRAME
0,22,O00351,AP-300,material,AIRFRAME
0,22,O00352,AP-300,material,AIRFRAME
0,22,X21-01,AP-100,material,AIRFRAME
0,22,O00353,AP-100,material,AIRFRAME
0,22,O00354,AP-100,material,AIRFRAME
0,22,O00355,AP-100,material,AIRFRAME
0,22,O00356,AP-100,material,AIRFRAME
0,22,O00357,AP-100,material,AIRFRAME
0,22,O00358,AP-100,material,AIRFRAME
0,22,O00359,AP-100,material,AIRFRAME
0,22,O00360,AP-100,material,AIRFRAME
0,22,O00361,AP-100,material,AIRFRAME
0,22,O00362,AP-100,material,AIRFRAME
0,22,O00363,AP-100,material,AIRFRAME
0,22,O00364,AP-100,material,AIRFRAME
0,22,O00365,AP-200,material,AIRFRAME
0,22,O00366,AP-200,material,AIRFRAME
0,22,O00367,AP-200,material,AIRFRAME
0,22,O00368,AP-200,material,AIRFRAME
0,22,O00369,AP-300,material,AIRFRAME
0,22,O00370,AP-300,material,AIRFRAME
0,22,X22-01,AP-100,material,AIRFRAME
0,22,X22-02,AP-100,material,AIRFRAME
0,23,O00353,AP-100,material,AIRFRAME
0,23,O00354,AP-100,material,AIRFRAME
0,23,O00355,AP-100,material,AIRFRAME
0,23,O00356,AP-100,material,AIRFRAME
0,23,O00357,AP-100,material,AIRFRAME
0,23,O00358,AP-100,material,AIRFRAME
0,23,O00359,AP-100,material,AIRFRAME
0,23,O00360,AP-100,material,AIRFRAME
0,23,O00361,AP-100,material,AIRFRAME
0,23,O00362,AP-100,material,AIRFRAME
0,23,O00363,AP-100,material,AIRFRAME
0,23,O00364,AP-100,material,AIRFRAME
0,23,O00365,AP-200,material,AIRFRAME
0,23,O00366,AP-200,material,AIRFRAME
0,23,O00367,AP-200,material,AIRFRAME
0,23,O00368,AP-200,material,AIRFRAME
0,23,O00369,AP-300,material,AIRFRAME
0,23,O00370,AP-300,material,AIRFRAME
0,23,X22-01,AP-100,material,AIRFRAME
0,23,X22-02,AP-100,material,AIRFRAME
0,23,O00371,AP-100,material,AIRFRAME
0,23,O00372,AP-100,material,AIRFRAME
0,23,O00373,AP-100,material,AIRFRAME
0,23,O00374,AP-100,material,AIRFRAME
0,23,O00375,AP-100,material,AIRFRAME
0,23,O00376,AP-100,material,AIRFRAME
0,23,O00377,AP-100,material,AIRFRAME
0,23,O00378,AP-100,material,AIRFRAME
0,23,O00379,AP-100,material,AIRFRAME
0,23,O00380,AP-100,material,AIRFRAME
0,23,O00381,AP-100,material,AIRFRAME
0,23,O00382,AP-100,material,AIRFRAME
0,23,O00383,AP-200,material,AIRFRAME
0,23,O00384,AP-200,material,AIRFRAME
0,23,O00385,AP-200,material,AIRFRAME
0,23,O00386,AP-200,material,AIRFRAME
0,23,O00387,AP-300,material,AIRFRAME
0,23,O00388,AP-300,material,AIRFRAME
0,23,X23-01,AP-100,material,AIRFRAME
0,23,X23-02,AP-100,material,AIRFRAME
0,24,X22-01,AP-100,material,AIRFRAME
0,24,X22-02,AP-100,material,AIRFRAME
0,24,O00371,AP-100,material,AIRFRAME
0,24,O00372,AP-100,material,AIRFRAME
0,24,O00373,AP-100,material,AIRFRAME
0,24,O00374,AP-100,material,AIRFRAME
0,24,O00375,AP-100,material,AIRFRAME
0,24,O00376,AP-100,material,AIRFRAME
0,24,O00377,AP-100,material,AIRFRAME
0,24,O00378,AP-100,material,AIRFRAME
0,24,O00379,AP-100,material,AIRFRAME
0,24,O00380,AP-100,material,AIRFRAME
0,24,O00381,AP-100,material,AIRFRAME
0,24,O00382,AP-100,material,AIRFRAME
0,24,O00383,AP-200,material,AIRFRAME
0,24,O00384,AP-200,material,AIRFRAME
0,24,O00385,AP-200,material,AIRFRAME
0,24,O00386,AP-200,material,AIRFRAME
0,24,O00387,AP-300,material,AIRFRAME
0,24,O00388,AP-300,material,AIRFRAME
0,24,X23-01,AP-100,material,AIRFRAME
0,24,X23-02,AP-100,material,AIRFRAME
0,24,O00389,AP-100,material,AIRFRAME
0,24,O00390,AP-100,material,AIRFRAME
0,24,O00391,AP-100,material,AIRFRAME
0,24,O00392,AP-100,material,AIRFRAME
0,24,O00393,AP-100,material,AIRFRAME
0,24,O00394,AP-100,material,AIRFRAME
0,24,O00395,AP-100,material,AIRFRAME
0,24,O00396,AP-100,material,AIRFRAME
0,24,O00397,AP-100,material,AIRFRAME
0,24,O00398,AP-100,material,AIRFRAME
0,24,O00399,AP-100,material,AIRFRAME
0,24,O00400,AP-100,material,AIRFRAME
0,24,O00401,AP-200,material,AIRFRAME
0,24,O00402,AP-200,material,AIRFRAME
0,24,O00403,AP-200,material,AIRFRAME
0,24,O00404,AP-200,material,AIRFRAME
0,24,O00405,AP-300,material,AIRFRAME
0,24,O00406,AP-300,material,AIRFRAME
0,24,X24-01,AP-100,material,AIRFRAME
0,24,X24-02,AP-100,material,AIRFRAME
0,25,O00388,AP-300,material,AIRFRAME
0,25,X23-01,AP-100,material,AIRFRAME
0,25,X23-02,AP-100,material,AIRFRAME
0,25,O00389,AP-100,material,AIRFRAME
0,25,O00390,AP-100,material,AIRFRAME
0,25,O00391,AP-100,material,AIRFRAME
0,25,O00392,AP-100,material,AIRFRAME
0,25,O00393,AP-100,material,AIRFRAME
0,25,O00394,AP-100,material,AIRFRAME
0,25,O00395,AP-100,material,AIRFRAME
0,25,O00396,AP-100,material,AIRFRAME
0,25,O00397,AP-100,material,AIRFRAME
0,25,O00398,AP-100,material,AIRFRAME
0,25,O00399,AP-100,material,AIRFRAME
0,25,O00400,AP-100,material,AIRFRAME
0,25,O00401,AP-200,material,AIRFRAME
0,25,O00402,AP-200,material,AIRFRAME
0,25,O00403,AP-200,material,AIRFRAME
0,25,O00404,AP-200,material,AIRFRAME
0,25,O00405,AP-300,material,AIRFRAME
0,25,O00406,AP-300,material,AIRFRAME
0,25,X24-01,AP-100,material,AIRFRAME
0,25,X24-02,AP-100,material,AIRFRAME
0,25,O00407,AP-100,material,AIRFRAME
0,25,O00408,AP-100,material,AIRFRAME
0,25,O00409,AP-100,material,AIRFRAME
0,25,O00410,AP-100,material,AIRFRAME
0,25,O00411,AP-100,material,AIRFRAME
0,25,O00412,AP-100,material,AIRFRAME
0,25,O00413,AP-100,material,AIRFRAME
0,25,O00414,AP-100,material,AIRFRAME
0,25,O00415,AP-100,material,AIRFRAME
0,25,O00416,AP-100,material,AIRFRAME
0,25,O00417,AP-100,material,AIRFRAME
0,25,O00418,AP-100,material,AIRFRAME
0,25,O00419,AP-200,material,AIRFRAME
0,25,O00420,AP-200,material,AIRFRAME
0,25,O00421,AP-200,material,AIRFRAME
0,25,O00422,AP-200,material,AIRFRAME
0,25,O00423,AP-300,material,AIRFRAME
0,25,O00424,AP-300,material,AIRFRAME
0,25,X25-01,AP-100,material,AIRFRAME
0,25,X25-02,AP-100,material,AIRFRAME
0,26,O00405,AP-300,material,AIRFRAME
0,26,O00406,AP-300,material,AIRFRAME
0,26,X24-01,AP-100,material,AIRFRAME
0,26,X24-02,AP-100,material,AIRFRAME
0,26,O00407,AP-100,material,AIRFRAME
0,26,O00408,AP-100,material,AIRFRAME
0,26,O00409,AP-100,material,AIRFRAME
0,26,O00410,AP-100,material,AIRFRAME
0,26,O00411,AP-100,material,AIRFRAME
0,26,O00412,AP-100,material,AIRFRAME
0,26,O00413,AP-100,material,AIRFRAME
0,26,O00414,AP-100,material,AIRFRAME
0,26,O00415,AP-100,material,AIRFRAME
0,26,O00416,AP-100,material,AIRFRAME
0,26,O00417,AP-100,material,AIRFRAME
0,26,O00418,AP-100,material,AIRFRAME
0,26,O00419,AP-200,material,AIRFRAME
0,26,O00420,AP-200,material,AIRFRAME
0,26,O00421,AP-200,material,AIRFRAME
0,26,O00422,AP-200,material,AIRFRAME
0,26,O00423,AP-300,material,AIRFRAME
0,26,O00424,AP-300,material,AIRFRAME
0,26,X25-01,AP-100,material,AIRFRAME
0,26,X25-02,AP-100,material,AIRFRAME
0,26,O00425,AP-100,material,AIRFRAME
0,26,O00426,AP-100,material,AIRFRAME
0,26,O00427,AP-100,material,AIRFRAME
0,26,O00428,AP-100,material,AIRFRAME
0,26,O00429,AP-100,material,AIRFRAME
0,26,O00430,AP-100,material,AIRFRAME
0,26,O00431,AP-100,material,AIRFRAME
0,26,O00432,AP-100,material,AIRFRAME
0,26,O00433,AP-100,material,AIRFRAME
0,26,O00434,AP-100,material,AIRFRAME
0,26,O00435,AP-100,material,AIRFRAME
0,26,O00436,AP-100,material,AIRFRAME
0,26,O00437,AP-200,material,AIRFRAME
0,26,O00438,AP-200,material,AIRFRAME
0,26,O00439,AP-200,material,AIRFRAME
0,26,O00440,AP-200,material,AIRFRAME
0,26,O00441,AP-300,material,AIRFRAME
0,26,O00442,AP-300,material,AIRFRAME
0,26,X26-01,AP-100,material,AIRFRAME
1,14,X14-02,AP-100,material,ENGINE
1,14,X14-02,AP-100,material,AVIONICS
1,15,X15-01,AP-100,material,ENGINE
1,15,X15-01,AP-100,material,AVIONICS
1,15,X15-02,AP-100,material,ENGINE
1,15,X15-02,AP-100,material,AVIONICS
1,16,O00260,AP-200,material,AIRFRAME
1,16,O00261,AP-300,material,AIRFRAME
1,16,O00262,AP-300,material,AIRFRAME
1,16,X16-01,AP-100,material,AIRFRAME
1,17,O00271,AP-100,material,AIRFRAME
1,17,O00272,AP-100,material,AIRFRAME
1,17,O00273,AP-100,material,AIRFRAME
1,17,O00274,AP-100,material,AIRFRAME
1,17,O00275,AP-200,material,AIRFRAME
1,17,O00276,AP-200,material,AIRFRAME
1,17,O00277,AP-200,material,AIRFRAME
1,17,O00278,AP-200,material,AIRFRAME
1,17,O00279,AP-300,material,AIRFRAME
1,17,O00280,AP-300,material,AIRFRAME
1,17,X17-01,AP-100,material,AIRFRAME
1,17,X17-02,AP-100,material,AIRFRAME
1,18,O00281,AP-100,material,AIRFRAME
1,18,O00282,AP-100,material,AIRFRAME
1,18,O00283,AP-100,material,AIRFRAME
1,18,O00284,AP-100,material,AIRFRAME
1,18,O00285,AP-100,material,AIRFRAME
1,18,O00286,AP-100,material,AIRFRAME
1,18,O00287,AP-100,material,AIRFRAME
1,18,O00288,AP-100,material,AIRFRAME
1,18,O00289,AP-100,material,AIRFRAME
1,18,O00290,AP-100,material,AIRFRAME
1,18,O00291,AP-100,material,AIRFRAME
1,18,O00292,AP-100,material,AIRFRAME
1,18,O00293,AP-200,material,AIRFRAME
1,18,O00294,AP-200,material,AIRFRAME
1,18,O00295,AP-200,material,AIRFRAME
1,18,O00296,AP-200,material,AIRFRAME
1,18,O00297,AP-300,material,AIRFRAME
1,18,O00298,AP-300,material,AIRFRAME
1,18,X18-01,AP-100,material,AIRFRAME
1,18,X18-02,AP-100,material,AIRFRAME
1,19,X18-01,AP-100,material,AIRFRAME
1,19,X18-02,AP-100,material,AIRFRAME
1,19,O00299,AP-100,material,AIRFRAME
1,19,O00300,AP-100,material,AIRFRAME
1,19,O00301,AP-100,material,AIRFRAME
1,19,O00302,AP-100,material,AIRFRAME
1,19,O00303,AP-100,material,AIRFRAME
1,19,O00304,AP-100,material,AIRFRAME
1,19,O00305,AP-100,material,AIRFRAME
1,19,O00306,AP-100,material,AIRFRAME
1,19,O00307,AP-100,material,AIRFRAME
1,19,O00308,AP-100,material,AIRFRAME
1,19,O00309,AP-100,material,AIRFRAME
1,19,O00310,AP-100,material,AIRFRAME
1,19,O00311,AP-200,material,AIRFRAME
1,19,O00312,AP-200,material,AIRFRAME
1,19,O00313,AP-200,material,AIRFRAME
1,19,O00314,AP-200,material,AIRFRAME
1,19,O00315,AP-300,material,AIRFRAME
1,19,O00316,AP-300,material,AIRFRAME
1,19,X19-01,AP-100,material,AIRFRAME
1,19,X19-02,AP-100,material,AIRFRAME
1,20,O00316,AP-300,material,AIRFRAME
1,20,X19-01,AP-100,material,AIRFRAME
1,20,X19-02,AP-100,material,AIRFRAME
1,20,O00317,AP-100,material,AIRFRAME
1,20,O00318,AP-100,material,AIRFRAME
1,20,O00319,AP-100,material,AIRFRAME
1,20,O00320,AP-100,material,AIRFRAME
1,20,O00321,AP-100,material,AIRFRAME
1,20,O00322,AP-100,material,AIRFRAME
1,20,O00323,AP-100,material,AIRFRAME
1,20,O00324,AP-100,material,AIRFRAME
1,20,O00325,AP-100,material,AIRFRAME
1,20,O00326,AP-100,material,AIRFRAME
1,20,O00327,AP-100,material,AIRFRAME
1,20,O00328,AP-100,material,AIRFRAME
1,20,O00329,AP-200,material,AIRFRAME
1,20,O00330,AP-200,material,AIRFRAME
1,20,O00331,AP-200,material,AIRFRAME
1,20,O00332,AP-200,material,AIRFRAME
1,20,O00333,AP-300,material,AIRFRAME
1,20,O00334,AP-300,material,AIRFRAME
1,20,X20-01,AP-100,material,AIRFRAME
1,20,X20-02,AP-100,material,AIRFRAME
1,21,O00332,AP-200,material,AIRFRAME
1,21,O00333,AP-300,material,AIRFRAME
1,21,O00334,AP-300,material,AIRFRAME
1,21,X20-01,AP-100,material,AIRFRAME
1,21,X20-02,AP-100,material,AIRFRAME
1,21,O00335,AP-100,material,AIRFRAME
1,21,O00336,AP-100,material,AIRFRAME
1,21,O00337,AP-100,material,AIRFRAME
1,21,O00338,AP-100,material,AIRFRAME
1,21,O00339,AP-100,material,AIRFRAME
1,21,O00340,AP-100,material,AIRFRAME
1,21,O00341,AP-100,material,AIRFRAME
1,21,O00342,AP-100,material,AIRFRAME
1,21,O00343,AP-100,material,AIRFRAME
1,21,O00344,AP-100,material,AIRFRAME
1,21,O00345,AP-100,material,AIRFRAME
1,21,O00346,AP-100,material,AIRFRAME
1,21,O00347,AP-200,material,AIRFRAME
1,21,O00348,AP-200,material,AIRFRAME
1,21,O00349,AP-200,material,AIRFRAME
1,21,O00350,AP-200,material,AIRFRAME
1,21,O00351,AP-300,material,AIRFRAME
1,21,O00352,AP-300,material,AIRFRAME
1,21,X21-01,AP-100,material,AIRFRAME
1,22,O00348,AP-200,material,AIRFRAME
1,22,O00349,AP-200,material,AIRFRAME
1,22,O00350,AP-200,material,AIRFRAME
1,22,O00351,AP-300,material,AIRFRAME
1,22,O00352,AP-300,material,AIRFRAME
1,22,X21-01,AP-100,material,AIRFRAME
1,22,O00353,AP-100,material,AIRFRAME
1,22,O00354,AP-100,material,AIRFRAME
1,22,O00355,AP-100,material,AIRFRAME
1,22,O00356,AP-100,material,AIRFRAME
1,22,O00357,AP-100,material,AIRFRAME
1,22,O00358,AP-100,material,AIRFRAME
1,22,O00359,AP-100,material,AIRFRAME
1,22,O00360,AP-100,material,AIRFRAME
1,22,O00361,AP-100,material,AIRFRAME
1,22,O00362,AP-100,material,AIRFRAME
1,22,O00363,AP-100,material,AIRFRAME
1,22,O00364,AP-100,material,AIRFRAME
1,22,O00365,AP-200,material,AIRFRAME
1,22,O00366,AP-200,material,AIRFRAME
1,22,O00367,AP-200,material,AIRFRAME
1,22,O00368,AP-200,material,AIRFRAME
1,22,O00369,AP-300,material,AIRFRAME
1,22,O00370,AP-300,material,AIRFRAME
1,22,X22-01,AP-100,material,AIRFRAME
1,22,X22-02,AP-100,material,AIRFRAME
1,23,O00365,AP-200,material,AIRFRAME
1,23,O00366,AP-200,material,AIRFRAME
1,23,O00367,AP-200,material,AIRFRAME
1,23,O00368,AP-200,material,AIRFRAME
1,23,O00369,AP-300,material,AIRFRAME
1,23,O00370,AP-300,material,AIRFRAME
1,23,X22-01,AP-100,material,AIRFRAME
1,23,X22-02,AP-100,material,AIRFRAME
1,23,O00371,AP-100,material,AIRFRAME
1,23,O00372,AP-100,material,AIRFRAME
1,23,O00373,AP-100,material,AIRFRAME
1,23,O00374,AP-100,material,AIRFRAME
1,23,O00375,AP-100,material,AIRFRAME
1,23,O00376,AP-100,material,AIRFRAME
1,23,O00377,AP-100,material,AIRFRAME
1,23,O00378,AP-100,material,AIRFRAME
1,23,O00379,AP-100,material,AIRFRAME
1,23,O00380,AP-100,material,AIRFRAME
1,23,O00381,AP-100,material,AIRFRAME
1,23,O00382,AP-100,material,AIRFRAME
1,23,O00383,AP-200,material,AIRFRAME
1,23,O00384,AP-200,material,AIRFRAME
1,23,O00385,AP-200,material,AIRFRAME
1,23,O00386,AP-200,material,AIRFRAME
1,23,O00387,AP-300,material,AIRFRAME
1,23,O00388,AP-300,material,AIRFRAME
1,23,X23-01,AP-100,material,AIRFRAME
1,23,X23-02,AP-100,material,AIRFRAME
1,24,O00381,AP-100,material,AIRFRAME
1,24,O00382,AP-100,material,AIRFRAME
1,24,O00383,AP-200,material,AIRFRAME
1,24,O00384,AP-200,material,AIRFRAME
1,24,O00385,AP-200,material,AIRFRAME
1,24,O00386,AP-200,material,AIRFRAME
1,24,O00387,AP-300,material,AIRFRAME
1,24,O00388,AP-300,material,AIRFRAME
1,24,X23-01,AP-100,material,AIRFRAME
1,24,X23-02,AP-100,material,AIRFRAME
1,24,O00389,AP-100,material,AIRFRAME
1,24,O00390,AP-100,material,AIRFRAME
1,24,O00391,AP-100,material,AIRFRAME
1,24,O00392,AP-100,material,AIRFRAME
1,24,O00393,AP-100,material,AIRFRAME
1,24,O00394,AP-100,material,AIRFRAME
1,24,O00395,AP-100,material,AIRFRAME
1,24,O00396,AP-100,material,AIRFRAME
1,24,O00397,AP-100,material,AIRFRAME
1,24,O00398,AP-100,material,AIRFRAME
1,24,O00399,AP-100,material,AIRFRAME
1,24,O00400,AP-100,material,AIRFRAME
1,24,O00401,AP-200,material,AIRFRAME
1,24,O00402,AP-200,material,AIRFRAME
1,24,O00403,AP-200,material,AIRFRAME
1,24,O00404,AP-200,material,AIRFRAME
1,24,O00405,AP-300,material,AIRFRAME
1,24,O00406,AP-300,material,AIRFRAME
1,24,X24-01,AP-100,material,AIRFRAME
1,24,X24-02,AP-100,material,AIRFRAME
1,25,O00398,AP-100,material,AIRFRAME
1,25,O00399,AP-100,material,AIRFRAME
1,25,O00400,AP-100,material,AIRFRAME
1,25,O00401,AP-200,material,AIRFRAME
1,25,O00402,AP-200,material,AIRFRAME
1,25,O00403,AP-200,material,AIRFRAME
1,25,O00404,AP-200,material,AIRFRAME
1,25,O00405,AP-300,material,AIRFRAME
1,25,O00406,AP-300,material,AIRFRAME
1,25,X24-01,AP-100,material,AIRFRAME
1,25,X24-02,AP-100,material,AIRFRAME
1,25,O00407,AP-100,material,AIRFRAME
1,25,O00408,AP-100,material,AIRFRAME
