scenario,week,demand_units,produced,on_time_due,backlog,baseline_plan,absolute_deviation,rolling_on_time,rolling_demand,previous_backlog,otif,rolling_4w_otif,backlog_change,used_hours,available_hours,overload_hours,capacity_utilization,plan_adherence
1,10,18,18,18,0,16,2,66,66,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
1,11,17,17,17,0,16,1,67,67,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
1,12,18,18,18,0,16,2,69,69,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
1,13,17,17,17,0,16,1,70,70,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
1,14,20,19,19,1,18,1,71,72,0,0.95,0.9861111111,1,23.0,25.0,0.0,0.92,0.9444444444
1,15,20,19,18,2,18,1,72,75,1,0.9,0.96,1,23.0,25.0,0.0,0.92,0.9444444444
1,16,19,17,15,4,18,5,69,76,2,0.7894736842,0.9078947368,2,18.5,25.0,0.0,0.74,0.7222222222
1,17,20,12,8,12,18,6,60,79,4,0.4,0.7594936709,8,14.5,25.0,5.5,0.58,0.6666666667
1,18,20,12,0,20,18,6,41,79,12,0.0,0.5189873418,8,16.0,25.0,15.0,0.64,0.6666666667
1,19,20,18,0,22,18,0,23,79,20,0.0,0.2911392405,2,22.0,25.0,23.0,0.88,1.0
1,20,20,19,0,23,18,3,8,80,22,0.0,0.1,1,22.0,25.0,25.0,0.88,0.8333333333
1,21,19,18,0,24,18,4,0,79,23,0.0,0.0,1,20.5,25.0,26.0,0.82,0.7777777778
1,22,20,18,0,26,18,4,0,79,24,0.0,0.0,2,21.0,25.0,29.5,0.84,0.7777777778
1,23,20,18,0,28,18,2,0,79,26,0.0,0.0,2,21.5,25.0,32.5,0.86,0.8888888889
1,24,20,18,0,30,18,0,0,79,28,0.0,0.0,2,22.0,25.0,35.0,0.88,1.0
1,25,20,19,0,31,18,1,0,80,30,0.0,0.0,1,23.0,25.0,37.0,0.92,0.9444444444
1,26,19,7,0,43,18,11,0,79,31,0.0,0.0,12,9.0,25.0,37.0,0.36,0.3888888889
2,1,16,16,16,0,16,0,16,16,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,2,16,16,16,0,16,0,32,32,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,3,16,16,16,0,16,0,48,48,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,4,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,5,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,6,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,7,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,8,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,9,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
2,10,18,18,18,0,16,2,66,66,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
2,11,17,17,17,0,16,1,67,67,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
2,12,18,18,18,0,16,2,69,69,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
2,13,17,17,17,0,16,1,70,70,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
2,14,20,19,19,1,18,1,71,72,0,0.95,0.9861111111,1,23.0,25.0,0.0,0.92,0.9444444444
2,15,20,16,15,5,18,4,69,75,1,0.75,0.92,4,17.5,25.0,0.0,0.7,0.7777777778
2,16,19,16,11,8,18,4,62,76,5,0.5789473684,0.8157894737,3,18.5,25.0,5.5,0.74,0.7777777778
2,17,20,16,8,12,18,2,53,79,8,0.4,0.6708860759,4,20.0,25.0,11.0,0.8,0.8888888889
2,18,20,16,4,16,18,2,38,79,12,0.2,0.4810126582,4,20.0,25.0,15.0,0.8,0.8888888889
2,19,20,20,4,16,18,2,27,79,16,0.2,0.3417721519,0,24.0,25.0,19.0,0.96,0.8888888889
2,20,20,21,5,15,18,3,21,80,16,0.25,0.2625,-1,25.0,25.0,19.0,1.0,0.8333333333
2,21,19,19,4,15,18,1,17,79,15,0.2105263158,0.2151898734,0,23.0,25.0,17.0,0.92,0.9444444444
2,22,20,20,5,15,18,2,18,79,15,0.25,0.2278481013,0,24.0,25.0,18.0,0.96,0.8888888889
2,23,20,20,5,15,18,2,19,79,15,0.25,0.2405063291,0,24.0,25.0,18.0,0.96,0.8888888889
2,24,20,18,3,17,18,0,17,79,15,0.15,0.2151898734,2,22.0,25.0,18.0,0.88,1.0
2,25,20,19,2,18,18,1,15,80,17,0.1,0.1875,1,23.0,25.0,20.0,0.92,0.9444444444
2,26,19,19,1,18,18,1,11,79,18,0.0526315789,0.1392405063,0,23.0,25.0,20.0,0.92,0.9444444444
3,1,16,16,16,0,16,0,16,16,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,2,16,16,16,0,16,0,32,32,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,3,16,16,16,0,16,0,48,48,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,4,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,5,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,6,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,7,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,8,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,9,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
3,10,18,18,18,0,16,2,66,66,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
3,11,17,18,17,0,16,2,67,67,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
3,12,18,18,18,0,16,2,69,69,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
3,13,17,17,17,0,16,1,70,70,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
3,14,20,18,19,1,18,2,71,72,0,0.95,0.9861111111,1,21.5,25.0,0.0,0.86,0.8888888889
3,15,20,12,12,9,18,6,66,75,1,0.6,0.88,8,12.0,25.0,0.5,0.48,0.6666666667
3,16,19,12,9,16,18,6,57,76,9,0.4736842105,0.75,7,15.5,25.0,11.5,0.62,0.6666666667
3,17,20,12,7,24,18,6,47,79,16,0.35,0.5949367089,8,15.0,25.0,20.0,0.6,0.6666666667
3,18,20,12,5,32,18,6,33,79,24,0.25,0.417721519,8,14.5,25.0,29.0,0.58,0.6666666667
3,19,20,18,7,34,18,2,28,79,32,0.35,0.3544303797,2,23.0,25.0,38.5,0.92,0.8888888889
3,20,20,19,14,35,18,3,33,80,34,0.7,0.4125,1,22.5,25.0,39.5,0.9,0.8333333333
3,21,19,18,15,36,18,2,41,79,35,0.7894736842,0.5189873418,1,23.0,25.0,40.0,0.92,0.8888888889
3,22,20,18,13,38,18,0,49,79,36,0.65,0.6202531646,2,22.0,25.0,41.0,0.88,1.0
3,23,20,18,16,40,18,6,58,79,38,0.8,0.7341772152,2,19.5,25.0,43.0,0.78,0.6666666667
3,24,20,18,15,42,18,6,59,79,40,0.75,0.746835443,2,20.5,25.0,47.5,0.82,0.6666666667
3,25,20,19,17,43,18,3,61,80,42,0.85,0.7625,1,22.5,25.0,51.0,0.9,0.8333333333
3,26,19,19,16,43,18,1,64,79,43,0.8421052632,0.8101265823,0,23.5,25.0,51.5,0.94,0.9444444444
4,1,16,16,16,0,16,0,16,16,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,2,16,16,16,0,16,0,32,32,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,3,16,16,16,0,16,0,48,48,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,4,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,5,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,6,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,7,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,8,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,9,16,16,16,0,16,0,64,64,0,1.0,1.0,0,20.0,22.0,0.0,0.9090909091,1.0
4,10,18,18,18,0,16,2,66,66,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
4,11,17,18,17,0,16,2,67,67,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
4,12,18,18,18,0,16,2,69,69,0,1.0,1.0,0,22.0,22.0,0.0,1.0,0.875
4,13,17,17,17,0,16,1,70,70,0,1.0,1.0,0,21.0,22.0,0.0,0.9545454545,0.9375
4,14,20,18,19,1,18,2,71,72,0,0.95,0.9861111111,1,21.5,25.0,0.0,0.86,0.8888888889
4,15,20,19,18,2,18,3,72,75,1,0.9,0.96,1,22.0,25.0,0.5,0.88,0.8333333333
4,16,19,18,16,3,18,4,70,76,2,0.8421052632,0.9210526316,1,23.5,25.0,1.5,0.94,0.7777777778
4,17,20,18,15,5,18,2,68,79,3,0.75,0.8607594937,2,21.5,25.0,2.0,0.86,0.8888888889
4,18,20,18,15,7,18,2,64,79,5,0.75,0.8101265823,2,21.0,25.0,4.5,0.84,0.8888888889
4,19,20,18,12,9,18,2,58,79,7,0.6,0.7341772152,2,21.0,25.0,7.5,0.84,0.8888888889
4,20,20,19,15,10,18,3,57,80,9,0.75,0.7125,1,23.5,25.0,10.5,0.94,0.8333333333
4,21,19,18,15,11,18,2,57,79,10,0.7894736842,0.7215189873,1,21.5,25.0,10.0,0.86,0.8888888889
4,22,20,18,13,13,18,2,55,79,11,0.65,0.6962025316,2,21.5,25.0,12.5,0.86,0.8888888889
4,23,20,18,16,15,18,4,59,79,13,0.8,0.746835443,2,20.0,25.0,15.0,0.8,0.7777777778
4,24,20,18,15,17,18,6,59,79,15,0.75,0.746835443,2,20.5,25.0,19.0,0.82,0.6666666667
4,25,20,19,17,18,18,1,61,80,17,0.85,0.7625,1,23.0,25.0,22.5,0.92,0.9444444444
4,26,19,19,16,18,18,1,64,79,18,0.8421052632,0.8101265823,0,23.0,25.0,22.5,0.92,0.9444444444
