scenario,week,component,opening_units,receipts,consumed,closing_units,coverage_weeks,stockout,blocked_orders
0,11,AIRFRAME,5,16,17,4,0.2133333333,0,0
0,11,ENGINE,10,32,34,8,0.2133333333,0,0
0,11,AVIONICS,5,16,17,4,0.2133333333,0,0
0,12,AIRFRAME,4,16,18,2,0.1052631579,0,0
0,12,ENGINE,8,32,36,4,0.1052631579,0,0
0,12,AVIONICS,4,16,18,2,0.1052631579,0,0
0,13,AIRFRAME,2,16,17,1,0.0506329114,0,0
0,13,ENGINE,4,32,34,2,0.0506329114,0,0
0,13,AVIONICS,2,16,17,1,0.0506329114,0,0
0,14,AIRFRAME,1,18,19,0,0.0,1,1
0,14,ENGINE,2,36,38,0,0.0,1,1
0,14,AVIONICS,1,18,19,0,0.0,1,1
0,15,AIRFRAME,0,12,12,0,0.0,1,9
0,15,ENGINE,0,38,24,14,0.3544303797,0,0
0,15,AVIONICS,0,19,12,7,0.3544303797,0,0
0,16,AIRFRAME,0,12,12,0,0.0,1,16
0,16,ENGINE,14,36,24,26,0.65,0,0
0,16,AVIONICS,7,18,12,13,0.65,0,0
0,17,AIRFRAME,0,12,12,0,0.0,1,24
0,17,ENGINE,26,36,24,38,0.9620253165,0,0
0,17,AVIONICS,13,18,12,19,0.9620253165,0,0
0,18,AIRFRAME,0,12,12,0,0.0,1,32
0,18,ENGINE,38,36,24,50,1.2658227848,0,0
0,18,AVIONICS,19,18,12,25,1.2658227848,0,0
0,19,AIRFRAME,0,18,18,0,0.0,1,34
0,19,ENGINE,50,36,36,50,1.2658227848,0,0
0,19,AVIONICS,25,18,18,25,1.2658227848,0,0
0,20,AIRFRAME,0,19,19,0,0.0,1,35
0,20,ENGINE,50,38,38,50,1.2658227848,0,0
0,20,AVIONICS,25,19,19,25,1.2658227848,0,0
0,21,AIRFRAME,0,18,18,0,0.0,1,36
0,21,ENGINE,50,36,36,50,1.25,0,0
0,21,AVIONICS,25,18,18,25,1.25,0,0
0,22,AIRFRAME,0,18,18,0,0.0,1,38
0,22,ENGINE,50,36,36,50,1.2658227848,0,0
0,22,AVIONICS,25,18,18,25,1.2658227848,0,0
0,23,AIRFRAME,0,18,18,0,0.0,1,40
0,23,ENGINE,50,36,36,50,1.2711864407,0,0
0,23,AVIONICS,25,18,18,25,1.2711864407,0,0
0,24,AIRFRAME,0,18,18,0,0.0,1,42
0,24,ENGINE,50,36,36,50,1.2820512821,0,0
0,24,AVIONICS,25,18,18,25,1.2820512821,0,0
0,25,AIRFRAME,0,19,19,0,0.0,1,43
0,25,ENGINE,50,38,38,50,1.3157894737,0,0
0,25,AVIONICS,25,19,19,25,1.3157894737,0,0
0,26,AIRFRAME,0,19,19,0,,1,43
0,26,ENGINE,50,38,38,50,,0,0
0,26,AVIONICS,25,19,19,25,,0,0
1,1,AIRFRAME,4,16,16,4,0.25,0,0
1,1,ENGINE,8,32,32,8,0.25,0,0
1,1,AVIONICS,4,16,16,4,0.25,0,0
1,2,AIRFRAME,4,16,16,4,0.25,0,0
1,2,ENGINE,8,32,32,8,0.25,0,0
1,2,AVIONICS,4,16,16,4,0.25,0,0
1,3,AIRFRAME,4,16,16,4,0.25,0,0
1,3,ENGINE,8,32,32,8,0.25,0,0
1,3,AVIONICS,4,16,16,4,0.25,0,0
1,4,AIRFRAME,4,17,16,5,0.3125,0,0
1,4,ENGINE,8,34,32,10,0.3125,0,0
1,4,AVIONICS,4,17,16,5,0.3125,0,0
1,5,AIRFRAME,5,17,16,6,0.375,0,0
1,5,ENGINE,10,34,32,12,0.375,0,0
1,5,AVIONICS,5,17,16,6,0.375,0,0
1,6,AIRFRAME,6,16,16,6,0.375,0,0
1,6,ENGINE,12,32,32,12,0.375,0,0
1,6,AVIONICS,6,16,16,6,0.375,0,0
1,7,AIRFRAME,6,17,16,7,0.4375,0,0
1,7,ENGINE,12,34,32,14,0.4375,0,0
1,7,AVIONICS,6,17,16,7,0.4375,0,0
1,8,AIRFRAME,7,16,16,7,0.4375,0,0
1,8,ENGINE,14,32,32,14,0.4375,0,0
1,8,AVIONICS,7,16,16,7,0.4375,0,0
1,9,AIRFRAME,7,16,16,7,0.4375,0,0
1,9,ENGINE,14,32,32,14,0.4375,0,0
1,9,AVIONICS,7,16,16,7,0.4375,0,0
1,10,AIRFRAME,7,16,18,5,0.2777777778,0,0
1,10,ENGINE,14,32,36,10,0.2777777778,0,0
1,10,AVIONICS,7,16,18,5,0.2777777778,0,0
1,11,AIRFRAME,5,16,17,4,0.2133333333,0,0
1,11,ENGINE,10,32,34,8,0.2133333333,0,0
1,11,AVIONICS,5,16,17,4,0.2133333333,0,0
1,12,AIRFRAME,4,16,18,2,0.1052631579,0,0
1,12,ENGINE,8,32,36,4,0.1052631579,0,0
1,12,AVIONICS,4,16,18,2,0.1052631579,0,0
1,13,AIRFRAME,2,16,17,1,0.0506329114,0,0
1,13,ENGINE,4,32,34,2,0.0506329114,0,0
1,13,AVIONICS,2,16,17,1,0.0506329114,0,0
1,14,AIRFRAME,1,30,19,12,0.6075949367,0,0
1,14,ENGINE,2,36,38,0,0.0,1,1
1,14,AVIONICS,1,18,19,0,0.0,1,1
1,15,AIRFRAME,12,12,19,5,0.253164557,0,0
1,15,ENGINE,0,38,38,0,0.0,1,2
1,15,AVIONICS,0,19,19,0,0.0,1,2
1,16,AIRFRAME,5,12,17,0,0.0,1,4
1,16,ENGINE,0,36,34,2,0.05,0,0
1,16,AVIONICS,0,18,17,1,0.05,0,0
1,17,AIRFRAME,0,12,12,0,0.0,1,12
1,17,ENGINE,2,36,24,14,0.3544303797,0,0
1,17,AVIONICS,1,18,12,7,0.3544303797,0,0
1,18,AIRFRAME,0,12,12,0,0.0,1,20
1,18,ENGINE,14,36,24,26,0.6582278481,0,0
1,18,AVIONICS,7,18,12,13,0.6582278481,0,0
1,19,AIRFRAME,0,18,18,0,0.0,1,22
1,19,ENGINE,26,36,36,26,0.6582278481,0,0
1,19,AVIONICS,13,18,18,13,0.6582278481,0,0
1,20,AIRFRAME,0,19,19,0,0.0,1,23
1,20,ENGINE,26,38,38,26,0.6582278481,0,0
1,20,AVIONICS,13,19,19,13,0.6582278481,0,0
1,21,AIRFRAME,0,18,18,0,0.0,1,24
1,21,ENGINE,26,36,36,26,0.65,0,0
1,21,AVIONICS,13,18,18,13,0.65,0,0
1,22,AIRFRAME,0,18,18,0,0.0,1,26
1,22,ENGINE,26,36,36,26,0.6582278481,0,0
1,22,AVIONICS,13,18,18,13,0.6582278481,0,0
1,23,AIRFRAME,0,18,18,0,0.0,1,28
1,23,ENGINE,26,36,36,26,0.6610169492,0,0
1,23,AVIONICS,13,18,18,13,0.6610169492,0,0
1,24,AIRFRAME,0,18,18,0,0.0,1,30
1,24,ENGINE,26,36,36,26,0.6666666667,0,0
1,24,AVIONICS,13,18,18,13,0.6666666667,0,0
1,25,AIRFRAME,0,19,19,0,0.0,1,31
1,25,ENGINE,26,38,38,26,0.6842105263,0,0
1,25,AVIONICS,13,19,19,13,0.6842105263,0,0
1,26,AIRFRAME,0,7,7,0,,1,43
1,26,ENGINE,26,38,14,50,,0,0
1,26,AVIONICS,13,19,7,25,,0,0
2,1,AIRFRAME,4,16,16,4,0.25,0,0
2,1,ENGINE,8,32,32,8,0.25,0,0
2,1,AVIONICS,4,16,16,4,0.25,0,0
2,2,AIRFRAME,4,16,16,4,0.25,0,0
2,2,ENGINE,8,32,32,8,0.25,0,0
2,2,AVIONICS,4,16,16,4,0.25,0,0
2,3,AIRFRAME,4,16,16,4,0.25,0,0
2,3,ENGINE,8,32,32,8,0.25,0,0
2,3,AVIONICS,4,16,16,4,0.25,0,0
2,4,AIRFRAME,4,17,16,5,0.3125,0,0
2,4,ENGINE,8,34,32,10,0.3125,0,0
2,4,AVIONICS,4,17,16,5,0.3125,0,0
2,5,AIRFRAME,5,17,16,6,0.375,0,0
2,5,ENGINE,10,34,32,12,0.375,0,0
2,5,AVIONICS,5,17,16,6,0.375,0,0
2,6,AIRFRAME,6,16,16,6,0.375,0,0
2,6,ENGINE,12,32,32,12,0.375,0,0
2,6,AVIONICS,6,16,16,6,0.375,0,0
2,7,AIRFRAME,6,17,16,7,0.4375,0,0
2,7,ENGINE,12,34,32,14,0.4375,0,0
2,7,AVIONICS,6,17,16,7,0.4375,0,0
2,8,AIRFRAME,7,16,16,7,0.4375,0,0
2,8,ENGINE,14,32,32,14,0.4375,0,0
2,8,AVIONICS,7,16,16,7,0.4375,0,0
2,9,AIRFRAME,7,16,16,7,0.4375,0,0
2,9,ENGINE,14,32,32,14,0.4375,0,0
2,9,AVIONICS,7,16,16,7,0.4375,0,0
2,10,AIRFRAME,7,16,18,5,0.2777777778,0,0
2,10,ENGINE,14,32,36,10,0.2777777778,0,0
2,10,AVIONICS,7,16,18,5,0.2777777778,0,0
2,11,AIRFRAME,5,16,17,4,0.2133333333,0,0
2,11,ENGINE,10,32,34,8,0.2133333333,0,0
2,11,AVIONICS,5,16,17,4,0.2133333333,0,0
2,12,AIRFRAME,4,16,18,2,0.1052631579,0,0
2,12,ENGINE,8,32,36,4,0.1052631579,0,0
2,12,AVIONICS,4,16,18,2,0.1052631579,0,0
2,13,AIRFRAME,2,16,17,1,0.0506329114,0,0
2,13,ENGINE,4,32,34,2,0.0506329114,0,0
2,13,AVIONICS,2,16,17,1,0.0506329114,0,0
2,14,AIRFRAME,1,18,19,0,0.0,1,1
2,14,ENGINE,2,36,38,0,0.0,1,1
2,14,AVIONICS,1,18,19,0,0.0,1,1
2,15,AIRFRAME,0,16,16,0,0.0,1,5
2,15,ENGINE,0,38,32,6,0.1518987342,0,0
2,15,AVIONICS,0,19,16,3,0.1518987342,0,0
2,16,AIRFRAME,0,16,16,0,0.0,1,8
2,16,ENGINE,6,36,32,10,0.25,0,0
2,16,AVIONICS,3,18,16,5,0.25,0,0
2,17,AIRFRAME,0,16,16,0,0.0,1,12
2,17,ENGINE,10,36,32,14,0.3544303797,0,0
2,17,AVIONICS,5,18,16,7,0.3544303797,0,0
2,18,AIRFRAME,0,16,16,0,0.0,1,16
2,18,ENGINE,14,36,32,18,0.4556962025,0,0
2,18,AVIONICS,7,18,16,9,0.4556962025,0,0
2,19,AIRFRAME,0,20,20,0,0.0,1,16
2,19,ENGINE,18,36,40,14,0.3544303797,0,0
2,19,AVIONICS,9,18,20,7,0.3544303797,0,0
2,20,AIRFRAME,0,21,21,0,0.0,1,15
2,20,ENGINE,14,38,42,10,0.253164557,0,0
2,20,AVIONICS,7,19,21,5,0.253164557,0,0
2,21,AIRFRAME,0,19,19,0,0.0,1,15
2,21,ENGINE,10,36,38,8,0.2,0,0
2,21,AVIONICS,5,18,19,4,0.2,0,0
2,22,AIRFRAME,0,20,20,0,0.0,1,15
2,22,ENGINE,8,36,40,4,0.1012658228,0,0
2,22,AVIONICS,4,18,20,2,0.1012658228,0,0
2,23,AIRFRAME,0,20,20,0,0.0,1,15
2,23,ENGINE,4,36,40,0,0.0,1,15
2,23,AVIONICS,2,18,20,0,0.0,1,15
2,24,AIRFRAME,0,20,18,2,0.1025641026,0,0
2,24,ENGINE,0,36,36,0,0.0,1,17
2,24,AVIONICS,0,18,18,0,0.0,1,17
2,25,AIRFRAME,2,21,19,4,0.2105263158,0,0
2,25,ENGINE,0,38,38,0,0.0,1,18
2,25,AVIONICS,0,19,19,0,0.0,1,18
2,26,AIRFRAME,4,20,19,5,,0,0
2,26,ENGINE,0,38,38,0,,1,18
2,26,AVIONICS,0,19,19,0,,1,18
3,1,AIRFRAME,4,16,16,4,0.25,0,0
3,1,ENGINE,8,32,32,8,0.25,0,0
3,1,AVIONICS,4,16,16,4,0.25,0,0
3,2,AIRFRAME,4,16,16,4,0.25,0,0
3,2,ENGINE,8,32,32,8,0.25,0,0
3,2,AVIONICS,4,16,16,4,0.25,0,0
3,3,AIRFRAME,4,16,16,4,0.25,0,0
3,3,ENGINE,8,32,32,8,0.25,0,0
3,3,AVIONICS,4,16,16,4,0.25,0,0
3,4,AIRFRAME,4,17,16,5,0.3125,0,0
3,4,ENGINE,8,34,32,10,0.3125,0,0
3,4,AVIONICS,4,17,16,5,0.3125,0,0
3,5,AIRFRAME,5,17,16,6,0.375,0,0
3,5,ENGINE,10,34,32,12,0.375,0,0
3,5,AVIONICS,5,17,16,6,0.375,0,0
3,6,AIRFRAME,6,16,16,6,0.375,0,0
3,6,ENGINE,12,32,32,12,0.375,0,0
3,6,AVIONICS,6,16,16,6,0.375,0,0
3,7,AIRFRAME,6,17,16,7,0.4375,0,0
3,7,ENGINE,12,34,32,14,0.4375,0,0
3,7,AVIONICS,6,17,16,7,0.4375,0,0
3,8,AIRFRAME,7,16,16,7,0.4375,0,0
3,8,ENGINE,14,32,32,14,0.4375,0,0
3,8,AVIONICS,7,16,16,7,0.4375,0,0
3,9,AIRFRAME,7,16,16,7,0.4375,0,0
3,9,ENGINE,14,32,32,14,0.4375,0,0
3,9,AVIONICS,7,16,16,7,0.4375,0,0
3,10,AIRFRAME,7,16,18,5,0.2777777778,0,0
3,10,ENGINE,14,32,36,10,0.2777777778,0,0
3,10,AVIONICS,7,16,18,5,0.2777777778,0,0
3,11,AIRFRAME,5,16,18,3,0.16,0,0
3,11,ENGINE,10,32,36,6,0.16,0,0
3,11,AVIONICS,5,16,18,3,0.16,0,0
3,12,AIRFRAME,3,16,18,1,0.0526315789,0,0
3,12,ENGINE,6,32,36,2,0.0526315789,0,0
3,12,AVIONICS,3,16,18,1,0.0526315789,0,0
3,13,AIRFRAME,1,16,17,0,0.0,1,0
3,13,ENGINE,2,32,34,0,0.0,1,0
3,13,AVIONICS,1,16,17,0,0.0,1,0
3,14,AIRFRAME,0,18,18,0,0.0,1,1
3,14,ENGINE,0,36,36,0,0.0,1,1
3,14,AVIONICS,0,18,18,0,0.0,1,1
3,15,AIRFRAME,0,12,12,0,0.0,1,9
3,15,ENGINE,0,38,24,14,0.3544303797,0,0
3,15,AVIONICS,0,19,12,7,0.3544303797,0,0
3,16,AIRFRAME,0,12,12,0,0.0,1,16
3,16,ENGINE,14,36,24,26,0.65,0,0
3,16,AVIONICS,7,18,12,13,0.65,0,0
3,17,AIRFRAME,0,12,12,0,0.0,1,24
3,17,ENGINE,26,36,24,38,0.9620253165,0,0
3,17,AVIONICS,13,18,12,19,0.9620253165,0,0
3,18,AIRFRAME,0,12,12,0,0.0,1,32
3,18,ENGINE,38,36,24,50,1.2658227848,0,0
3,18,AVIONICS,19,18,12,25,1.2658227848,0,0
3,19,AIRFRAME,0,18,18,0,0.0,1,34
3,19,ENGINE,50,36,36,50,1.2658227848,0,0
3,19,AVIONICS,25,18,18,25,1.2658227848,0,0
3,20,AIRFRAME,0,19,19,0,0.0,1,35
3,20,ENGINE,50,38,38,50,1.2658227848,0,0
3,20,AVIONICS,25,19,19,25,1.2658227848,0,0
3,21,AIRFRAME,0,18,18,0,0.0,1,36
3,21,ENGINE,50,36,36,50,1.25,0,0
3,21,AVIONICS,25,18,18,25,1.25,0,0
3,22,AIRFRAME,0,18,18,0,0.0,1,38
3,22,ENGINE,50,36,36,50,1.2658227848,0,0
3,22,AVIONICS,25,18,18,25,1.2658227848,0,0
3,23,AIRFRAME,0,18,18,0,0.0,1,40
3,23,ENGINE,50,36,36,50,1.2711864407,0,0
3,23,AVIONICS,25,18,18,25,1.2711864407,0,0
3,24,AIRFRAME,0,18,18,0,0.0,1,42
3,24,ENGINE,50,36,36,50,1.2820512821,0,0
3,24,AVIONICS,25,18,18,25,1.2820512821,0,0
3,25,AIRFRAME,0,19,19,0,0.0,1,43
3,25,ENGINE,50,38,38,50,1.3157894737,0,0
3,25,AVIONICS,25,19,19,25,1.3157894737,0,0
3,26,AIRFRAME,0,19,19,0,,1,43
3,26,ENGINE,50,38,38,50,,0,0
3,26,AVIONICS,25,19,19,25,,0,0
4,1,AIRFRAME,4,16,16,4,0.25,0,0
4,1,ENGINE,8,32,32,8,0.25,0,0
4,1,AVIONICS,4,16,16,4,0.25,0,0
4,2,AIRFRAME,4,16,16,4,0.25,0,0
4,2,ENGINE,8,32,32,8,0.25,0,0
4,2,AVIONICS,4,16,16,4,0.25,0,0
4,3,AIRFRAME,4,16,16,4,0.25,0,0
4,3,ENGINE,8,32,32,8,0.25,0,0
4,3,AVIONICS,4,16,16,4,0.25,0,0
4,4,AIRFRAME,4,17,16,5,0.3125,0,0
4,4,ENGINE,8,34,32,10,0.3125,0,0
4,4,AVIONICS,4,17,16,5,0.3125,0,0
4,5,AIRFRAME,5,17,16,6,0.375,0,0
4,5,ENGINE,10,34,32,12,0.375,0,0
4,5,AVIONICS,5,17,16,6,0.375,0,0
4,6,AIRFRAME,6,16,16,6,0.375,0,0
4,6,ENGINE,12,32,32,12,0.375,0,0
4,6,AVIONICS,6,16,16,6,0.375,0,0
4,7,AIRFRAME,6,17,16,7,0.4375,0,0
4,7,ENGINE,12,34,32,14,0.4375,0,0
4,7,AVIONICS,6,17,16,7,0.4375,0,0
4,8,AIRFRAME,7,16,16,7,0.4375,0,0
4,8,ENGINE,14,32,32,14,0.4375,0,0
4,8,AVIONICS,7,16,16,7,0.4375,0,0
4,9,AIRFRAME,7,16,16,7,0.4375,0,0
4,9,ENGINE,14,32,32,14,0.4375,0,0
4,9,AVIONICS,7,16,16,7,0.4375,0,0
4,10,AIRFRAME,7,16,18,5,0.2777777778,0,0
4,10,ENGINE,14,32,36,10,0.2777777778,0,0
4,10,AVIONICS,7,16,18,5,0.2777777778,0,0
4,11,AIRFRAME,5,16,18,3,0.16,0,0
4,11,ENGINE,10,32,36,6,0.16,0,0
4,11,AVIONICS,5,16,18,3,0.16,0,0
4,12,AIRFRAME,3,16,18,1,0.0526315789,0,0
4,12,ENGINE,6,32,36,2,0.0526315789,0,0
4,12,AVIONICS,3,16,18,1,0.0526315789,0,0
4,13,AIRFRAME,1,16,17,0,0.0,1,0
4,13,ENGINE,2,32,34,0,0.0,1,0
4,13,AVIONICS,1,16,17,0,0.0,1,0
4,14,AIRFRAME,0,34,18,16,0.8101265823,0,0
4,14,ENGINE,0,36,36,0,0.0,1,1
4,14,AVIONICS,0,18,18,0,0.0,1,1
4,15,AIRFRAME,16,16,19,13,0.6582278481,0,0
4,15,ENGINE,0,38,38,0,0.0,1,2
4,15,AVIONICS,0,19,19,0,0.0,1,2
4,16,AIRFRAME,13,16,18,11,0.55,0,0
4,16,ENGINE,0,36,36,0,0.0,1,3
4,16,AVIONICS,0,18,18,0,0.0,1,3
4,17,AIRFRAME,11,16,18,9,0.4556962025,0,0
4,17,ENGINE,0,36,36,0,0.0,1,5
4,17,AVIONICS,0,18,18,0,0.0,1,5
4,18,AIRFRAME,9,14,18,5,0.253164557,0,0
4,18,ENGINE,0,36,36,0,0.0,1,7
4,18,AVIONICS,0,18,18,0,0.0,1,7
4,19,AIRFRAME,5,20,18,7,0.3544303797,0,0
4,19,ENGINE,0,36,36,0,0.0,1,9
4,19,AVIONICS,0,18,18,0,0.0,1,9
4,20,AIRFRAME,7,20,19,8,0.4050632911,0,0
4,20,ENGINE,0,38,38,0,0.0,1,10
4,20,AVIONICS,0,19,19,0,0.0,1,10
4,21,AIRFRAME,8,20,18,10,0.5,0,0
4,21,ENGINE,0,36,36,0,0.0,1,11
4,21,AVIONICS,0,18,18,0,0.0,1,11
4,22,AIRFRAME,10,20,18,12,0.6075949367,0,0
4,22,ENGINE,0,36,36,0,0.0,1,13
4,22,AVIONICS,0,18,18,0,0.0,1,13
4,23,AIRFRAME,12,20,18,14,0.7118644068,0,0
4,23,ENGINE,0,36,36,0,0.0,1,15
4,23,AVIONICS,0,18,18,0,0.0,1,15
4,24,AIRFRAME,14,20,18,16,0.8205128205,0,0
4,24,ENGINE,0,36,36,0,0.0,1,17
4,24,AVIONICS,0,18,18,0,0.0,1,17
4,25,AIRFRAME,16,20,19,17,0.8947368421,0,0
4,25,ENGINE,0,38,38,0,0.0,1,18
4,25,AVIONICS,0,19,19,0,0.0,1,18
4,26,AIRFRAME,17,7,19,5,,0,0
4,26,ENGINE,0,38,38,0,,1,18
4,26,AVIONICS,0,19,19,0,,1,18
